1527,1,1793
556,1,556
1636,2,18717
29,2,1135
11741,0,2512
97,1,678
9131,1,9131
1418,1,1418
636,1,3255
6624,2,1940
2762,2,938
6922,1,15829
23275,2,23275
539,1,618
76,1,4582
206,1,206
17088,2,17088
10052,1,1057
621,0,621
6434,1,7398
17497,2,10686
7800,1,5552
2529,1,8923
4951,1,1057
2370,1,3452
8721,0,15141
236,2,236
9160,0,6381
1422,1,4391
5126,1,4840
190,0,6125
7196,2,7196
1255,2,6413
259,2,2762
42,1,42
8306,1,4188
836,2,11654
46,1,42
736,2,6476
1787,2,2158
8118,2,8118
6952,1,6952
8959,1,8959
5020,1,4840
1863,0,2762
954,1,1636
729,1,6453
3772,1,1141
13673,2,13673
404,1,404
3314,2,267
11340,2,11340
24341,2,24341
8307,2,8307
11217,2,12193
1521,2,1788
4117,1,8307
138,0,3418
2245,0,2246
1413,0,2563
14234,1,8205
4826,1,3330
196,0,1033
138,2,23133
13079,0,1551
2930,2,5003
3840,1,3840
196,0,8198
729,2,15695
2522,1,2762
1106,1,2674
1300,2,461
15280,0,11092
3480,1,1702
2650,2,20811
736,0,15140
20149,1,20149
1422,0,2131
9160,2,15564
2062,1,2062
18507,0,13509
14931,2,7288
11562,1,11562
7334,2,2762
315,2,315
11354,2,4784
836,1,836
4229,1,4229
5723,2,2868
196,1,2223
5684,0,897
2111,2,9951
9355,1,5120
287,1,287
1365,0,1787
2589,1,280
13972,2,13972
14066,1,4862
9799,1,9799
762,2,10973
455,2,679
9388,1,11281
621,2,7849
461,0,136
370,1,370
6902,0,335
9907,2,1375
19151,0,22534
5760,1,1321
12901,1,226
5364,0,18797
196,2,1543
16291,0,6952
5618,1,546
570,1,0
76,1,4171
76,2,1841
1691,1,1256
158,1,158
128,2,128
7541,1,8101
3579,1,3153
852,1,968
1742,1,318
618,1,1773
3172,1,1709
2786,1,2888
1057,0,852
18503,2,18507
1106,1,568
41,1,1106
539,1,5067
158,2,5331
1470,0,3727
1256,0,1381
348,1,1640
9572,1,24519
16541,1,28
5058,0,2413
5831,2,14026
1359,2,20267
138,0,1255
61,1,61
508,1,3544
42,2,2574
15135,1,204
2627,0,4151
1795,2,18717
10052,2,1370
5067,0,17200
1177,2,1177
4011,1,5009
4840,2,12218
8205,2,178
26,1,70
8085,0,8213
14,1,14
158,2,1170
1039,1,249
1144,2,16966
729,2,7457
101,2,968
14358,1,7398
4117,2,9242
18521,1,6378
8965,2,8965
1359,2,3153
4508,1,3172
1255,1,42
6329,2,4590
2284,1,2284
5651,2,5651
172,0,77
1531,2,2762
239,1,621
1393,2,383
19554,1,7005
2762,2,2762
46,1,258
29,2,875
8101,0,8376
19328,2,16306
14225,1,13534
1724,2,6648
8281,0,2541
253,2,9553
2095,1,17992
1322,1,1941
199,1,199
3227,1,3246
76,1,64
1894,0,120
5615,2,5615
3831,1,3402
4251,0,2413
2598,1,1793
1361,1,1517
9318,1,852
4187,2,16773
8205,2,29
3172,2,2057
3727,1,76
2956,1,2956
3799,2,15353
762,2,10278
18759,1,1896
15017,2,15017
4092,2,11822
15328,1,11354
10022,1,1255
5723,1,5723
83,2,904
312,1,5442
13650,2,13650
3149,1,286
4423,1,3516
4747,0,4951
196,2,23915
4840,0,2356
3856,2,4489
22669,2,22669
13471,2,13471
14,1,8205
5011,1,6602
5473,1,5674
3617,1,4772
10834,2,22418
2627,2,2627
7035,1,370
2762,0,1039
1636,2,5942
43,2,3
11579,2,11579
30,0,2731
76,1,570
467,1,467
1106,1,76
390,1,88
26,2,5358
4092,0,613
573,0,5636
762,2,12343
110,2,12104
4317,2,4317
8487,1,5331
1636,2,3462
4110,1,712
729,1,729
1917,2,3542
46,1,46
7297,2,4524
10052,1,1561
712,2,16695
184,0,1421
3314,1,852
11601,2,9046
3984,2,5294
2284,1,7
2111,1,1369
4534,1,131
9402,1,2419
14931,2,2762
3030,2,5094
20847,2,20847
1365,2,14606
5760,1,16344
76,2,12585
11117,0,11117
3240,2,8469
565,2,610
436,0,168
2,2,742
3707,2,3707
11582,1,11582
5723,2,524
1321,0,2254
6503,2,8372
621,1,712
70,1,70
11936,2,11936
3167,0,3167
43,0,4799
948,1,948
1115,1,2691
5723,2,10802
12374,2,11923
12382,2,12382
70,0,621
1763,2,7552
10778,0,8855
3984,0,6803
138,1,1012
1879,0,921
897,2,15178
196,1,196
712,1,712
76,1,76
76,1,76
162,1,111
8477,0,1426
2397,2,3675
3406,2,15214
8494,1,6624
2762,2,2762
803,0,7096
6378,2,2762
4524,2,10829
621,2,446
5601,1,6362
1393,2,2868
1470,1,9266
3282,0,4110
17928,2,17928
891,2,8957
16788,1,1369
6453,0,4747
6784,0,9254
5939,1,5862
2956,2,10981
5067,1,6378
14196,0,14823
134,1,4423
1256,1,1253
11764,1,9476
12560,2,12560
762,2,4037
11579,1,897
286,1,4784
0,1,0
87,2,837
3030,1,3030
6655,1,610
5120,2,18969
5067,0,6285
283,2,1106
6822,2,8977
4090,1,4090
64,0,109
506,1,1206
6453,2,23604
1179,1,1521
24126,0,24126
6602,2,13696
8205,2,6067
1636,2,3984
18117,0,18795
16565,2,16565
1763,2,14010
108,0,235
5831,2,5831
4420,2,8082
613,1,613
95,2,2762
2767,2,23819
12894,2,7768
613,2,682
5470,1,5470
16215,1,16215
1131,1,73
5553,2,23111
95,2,14773
10179,1,8721
1255,1,5660
4355,1,8760
4879,1,1786
2256,0,5067
3693,1,3693
1361,0,1068
12382,2,490
43,1,26
4216,2,4216
13534,1,467
3172,0,4494
8945,2,6952
8105,2,4678
172,1,1877
1959,2,1612
20029,2,20029
73,1,73
17126,1,4966
196,2,20416
4242,2,10864
762,1,76
9456,2,9858
73,1,28
4187,2,13777
1877,1,1640
3252,1,414
4747,2,4747
852,0,3728
72,1,839
2603,1,134
3123,1,4578
6503,1,2062
3044,0,3207
1995,0,8372
5043,1,5101
1361,2,6021
1251,2,6306
76,2,2622
108,1,1521
2692,2,2692
442,0,249
4538,2,23145
158,2,5462
2319,2,3372
3546,2,7196
477,1,8205
1818,1,1818
5470,2,1694
20257,0,4703
153,2,10657
703,1,703
618,2,1364
11140,0,8307
68,1,2783
73,1,3648
6208,2,14863
120,2,4050
4466,2,1644
73,2,73
884,1,884
14394,0,897
311,0,6285
2930,0,2334
7273,2,7273
2628,1,2628
23832,2,23832
518,1,539
4747,2,8097
446,1,3649
904,2,904
8617,1,5025
6208,0,20229
2089,1,42
158,2,10062
3092,2,3392
3030,2,1235
123,1,2694
20497,0,507
76,1,198
5364,1,5364
1242,1,1242
363,0,335
801,2,801
196,2,17593
4959,2,4959
577,2,9080
881,1,2095
3546,2,7196
852,1,852
120,2,2997
76,2,18265
539,2,6503
502,0,722
1642,1,1642
5915,2,2425
5580,1,348
5067,1,5067
8205,2,8883
1959,1,1959
2767,1,11354
30,2,810
4583,1,2351
158,0,3583
9139,1,1144
11354,0,5639
17795,2,15587
3799,2,6088
4547,1,8234
383,2,1666
1200,1,1200
5552,2,7110
95,2,6077
1763,2,3982
8205,2,8205
201,1,133
762,0,4633
4064,2,1863
1470,1,1470
455,1,455
11494,1,2762
22841,1,30
570,1,694
6937,0,2787
3031,2,1198
10052,2,10052
10360,1,10814
20481,0,20518
610,1,14
285,1,201
1917,2,1917
2132,1,2741
1636,1,2762
15094,1,15094
19165,2,19165
0,1,0
1763,1,2818
2111,2,5307
23452,1,8437
110,0,170
169,2,169
4316,0,4485
