1300,9,4500
3716,13,208
557,164,769
1113,77,3043
10115,17,862
6262,31,136
20,10,3958
1539,13,816
11271,17,11716
4143,101,8830
210,75,1240
3968,8,3778
2731,64,244
529,20,8643
5020,34,90
1806,15,5665
545,7,8297
2719,19,337
5237,63,6817
5408,51,160
3484,13,235
5292,45,3295
13013,15,12178
619,19,2259
4142,34,90
10222,47,5779
5128,179,2132
7806,38,5772
1180,19,2820
467,47,7100
3002,31,470
2016,160,592
6629,7,624
1301,26,64
8944,20,724
2644,57,6658
6382,86,268
2839,25,62
399,130,5068
2533,43,141
6559,31,1314
7220,58,1139
624,12,3791
13899,88,13794
9708,58,12096
4413,63,5717
1060,10,8777
10413,66,5617
356,7,7936
3574,13,3435
9,130,14054
5318,38,4835
1138,8,1745
672,8,11236
9478,68,3255
12146,165,2853
4337,3,2855
12580,124,873
10174,18,8686
219,84,647
3334,74,3614
1546,92,7584
4714,36,97
1288,8,6046
10126,96,7852
1321,130,4714
10728,66,8745
3181,89,11300
3781,8,3662
6189,48,32
5638,5,399
1625,64,471
4239,8,2805
11081,38,11546
4825,6,3833
7223,145,493
1994,27,2698
542,79,223
3148,19,578
10026,11,23
12790,82,1771
4645,75,1031
1620,3,1691
10100,133,1046
11374,38,6098
41,17,243
9728,27,4894
722,43,141
6897,172,7192
1519,38,9419
615,29,1260
7648,8,5965
4550,17,131
2274,120,791
6137,51,160
10095,58,3373
87,38,4574
10669,56,10669
4432,196,8298
1501,7,8904
4689,8,4015
8933,48,32
1250,7,3002
14026,133,2282
322,8,682
3120,148,1264
6031,84,2236
10686,52,5106
7853,6,4064
2926,6,1668
410,32,7694
3462,3,2408
5574,80,344
706,189,3084
4726,13,119
1880,13,622
3034,106,12675
1287,42,5350
6793,109,1180
5111,25,62
1857,7,1795
119,15,14076
5976,94,13043
908,7,5922
4406,3,4305
3481,13,622
3132,89,9105
10435,94,3047
1117,137,14335
9661,71,8685
3337,29,1080
5335,26,1881
12164,170,7014
447,101,4907
9534,23,57
8300,2,7025
3295,19,1148
5460,47,326
2577,48,32
3548,13,235
1314,2,5753
1375,8,3419
613,106,1087
2630,47,2253
9279,3,166
5468,179,2132
7714,3,3070
6846,13,834
2215,8,3988
7806,19,598
1323,89,593
4837,13,1934
5847,22,8285
869,38,1996
7800,17,862
6148,17,3482
6927,30,196
2344,47,8065
530,60,90
6363,28,3028
879,71,8290
4013,86,268
2149,7,624
6467,8,7366
3693,13,2282
8777,27,9850
2030,11,23
1938,32,10401
417,6,418
1040,8,6765
2496,8,1475
1742,212,4563
10782,34,90
7410,25,62
7557,8,3770
3939,2,3870
2782,6,3168
5188,19,559
657,2,4542
1164,69,4904
3893,31,3823
2856,107,163
2897,8,9058
7348,13,1046
11763,24,14156
1759,7,5031
1613,138,11614
5015,25,62
1127,7,815
1259,13,1260
8782,52,1189
583,36,771
9737,154,2706
1142,86,1364
1794,59,4741
10583,6,3866
1153,38,8494
6614,22,4428
1931,76,4785
691,3,4124
13017,205,637
2261,20,1529
629,13,1302
1664,17,818
3042,13,27
3429,3,5810
1376,75,211
6952,38,6400
6529,38,2377
6834,109,2485
5151,20,6716
2953,43,141
3646,7,7310
3337,29,4253
3951,66,4764
6843,8,2324
5105,86,7246
879,71,8705
4323,115,747
7339,17,818
4745,14,160
8569,25,62
483,7,7003
1514,130,5896
7727,25,62
124,75,6753
8685,48,32
7516,8,8933
411,13,92
3839,225,924
2401,89,7381
6638,136,7927
1271,92,5826
4093,45,5785
6729,13,158
3880,3,2569
9069,1,5371
7305,19,313
9162,101,11752
1027,66,11647
2093,13,202
2462,137,9451
10759,107,10760
2530,10,714
3379,141,103
750,8,2586
2324,8,4872
6413,21,966
466,2,1900
5873,31,2512
9244,19,2610
1540,13,1260
2492,8,5991
9132,75,2032
283,8,5886
5088,86,1702
200,20,11838
929,7,5168
1271,92,6197
2851,15,12858
1329,31,136
13885,151,3100
5755,8,365
5755,8,430
1276,221,286
6580,7,613
2016,119,3142
1046,87,7971
1127,47,8364
10227,165,4981
9,130,7861
10566,163,4842
673,8,7303
268,32,3714
40,31,844
371,7,3276
9366,71,8988
14065,33,90
4570,28,181
449,152,1080
2658,47,670
3345,13,331
12569,79,4029
2070,27,1910
6061,30,550
6426,12,9054
5237,44,11176
2322,158,4492
417,38,2555
2609,14,160
5639,66,1327
4795,14,160
3840,18,44
1680,6,1780
371,7,5438
8683,103,4998
10124,17,871
880,6,4142
5651,26,1881
5355,38,874
11128,17,11929
6877,8,2128
5551,28,382
4341,13,308
10244,6,699
1394,23,209
11881,154,2438
592,15,10195
8928,155,10988
4753,71,13615
6652,13,3420
8365,13,68
4700,121,4701
11001,24,11017
376,8,1207
1863,19,1827
6223,16,32
6676,15,3104
9583,61,2940
8312,206,90
1756,75,1031
7160,20,7197
955,7,9232
6489,156,11080
637,152,1163
2193,8,12142
7229,48,1080
9374,3,2596
1607,12,9499
8171,43,141
9053,93,6653
4461,35,855
3611,8,1568
4413,44,6938
4780,14,160
6745,17,4504
10735,100,160
9553,95,521
7911,58,9631
4040,17,215
2121,54,120
411,203,12523
3663,20,11172
3261,19,1137
2681,138,10457
856,4,11
1132,26,64
1921,47,3973
2202,27,4406
3693,13,1934
7624,47,5895
8722,95,521
8073,61,3111
5230,131,2895
12384,146,12384
1566,89,7112
2953,3,2898
1288,8,7557
9370,31,470
3392,131,3393
7510,214,7319
4004,148,6025
6825,27,3709
9711,31,1600
6392,233,8209
6615,15,1139
1642,32,5767
186,45,10815
3735,28,92
244,64,472
10357,3,4872
4732,17,6143
4925,6,6194
7303,3,3364
1270,169,2026
5433,3,5217
8339,139,90
3374,58,748
11407,112,2677
7810,6,3224
5443,20,1920
639,13,1928
2353,6,6834
1785,13,1394
4563,55,428
4250,28,32
1378,169,2340
3224,31,3939
5720,3,5320
11219,108,90
7224,24,7132
441,3,742
13425,4,9
548,25,62
979,226,13714
1044,15,2320
8520,17,862
2257,43,141
4726,13,419
12036,190,9342
7604,17,5511
5382,27,1590
453,21,12119
6703,4,9
5209,72,2722
4040,102,6328
7242,134,2556
1157,8,3147
8713,47,4573
2208,66,592
8951,45,4144
1741,76,5960
9137,19,4149
2523,75,968
9,130,3467
390,43,141
236,63,12454
2321,171,1914
658,2,5731
355,17,2123
3269,43,141
2518,89,53
1177,89,3834
4683,217,3433
2544,42,3121
7703,110,494
1386,10,6209
579,27,6599
374,13,293
6896,44,372
5360,76,951
13158,25,62
2368,45,3587
10627,22,523
13549,59,5651
7256,8,6808
12247,101,2736
3068,20,1187
226,15,11219
1132,26,1098
4246,13,7467
6006,28,32
5289,38,6414
1514,130,1979
1293,31,6607
117,130,1401
6676,15,4575
9024,133,1928
3376,48,1164
1551,15,927
2228,6,971
3578,13,834
748,23,209
7166,25,62
7380,172,1978
10943,25,62
5945,34,90
6570,66,1327
3309,3,5697
1679,26,1098
4687,50,9921
3289,45,1307
10384,8,2415
4388,38,7449
1714,13,7467
2001,27,5078
297,3,3545
4153,38,3066
3163,9,125
1096,41,1083
2135,63,7075
6491,6,7998
3324,71,2582
5027,20,3148
2766,13,32
2602,19,14153
9074,77,4967
520,49,3978
6159,118,774
206,12,441
12254,5,399
14307,158,1431
4826,116,4161
1722,170,10052
504,134,212
3925,19,1962
5124,6,7349
1587,130,2868
698,8,2317
9261,5,399
7053,38,3828
13721,85,1665
5587,47,10751
763,8,6765
1469,7,6161
8628,47,8582
2187,38,4897
1832,6,2670
1535,48,274
6081,8,715
529,20,832
6718,6,6084
597,75,5650
353,61,926
10324,43,384
1930,169,2026
511,14,585
1965,7,4519
2737,18,6851
2910,8,2898
460,47,1910
8727,19,2331
4164,109,3400
4654,43,141
194,55,2925
12651,26,1881
4699,14,10203
2154,30,6912
6392,233,4529
13533,59,5032
2368,3,6355
10133,24,12537
570,57,506
4301,130,6523
12932,108,90
10430,204,4962
2250,20,6085
2601,38,874
11011,58,10109
1164,69,7908
2636,7,5420
3695,17,1730
6928,84,4391
7987,82,7859
9957,48,1124
3632,31,844
4341,13,4474
6776,17,4504
374,84,10257
4215,76,8030
1950,12,8846
1175,31,657
5531,143,6615
624,30,908
4683,22,9530
1539,13,308
2991,76,3925
3346,19,2017
7376,31,147
1642,32,8420
1347,19,4620
12390,131,9320
5222,3,1638
9567,17,862
3016,76,6597
3769,8,3770
8484,8,5664
10777,16,32
3341,8,1154
8321,135,274
5965,77,1670
3400,66,2397
2556,92,6947
3929,71,11863
6681,17,1415
8981,160,3825
985,57,19
1546,92,5659
5752,6,1075
1741,76,3215
7711,3,1736
186,123,1532
3333,8,3577
1177,89,2901
3395,134,506
1438,96,6184
9533,17,1192
8592,48,32
2614,8,5910
3785,155,7120
3621,28,2410
2037,6,7912
4862,31,3939
810,121,1882
5683,32,5690
9474,4,117
7467,152,1302
3094,29,1164
654,185,32
1940,9,2965
5005,30,1121
4993,93,513
12282,17,862
5023,210,2517
6571,45,1912
8770,73,1914
9594,26,64
6851,2,9795
7375,15,10100
2557,17,789
32,154,6220
662,61,7990
12339,43,141
5950,3,2299
2146,3,763
9763,81,9763
4346,13,3028
8607,45,5391
139,9,2086
2937,38,1984
2083,8,2832
3374,62,420
2961,19,285
8158,6,3200
12708,5,117
568,2,6687
7719,31,4
593,22,13725
10950,38,1693
6602,13,1080
7421,66,6285
4116,8,8381
10473,134,1271
247,29,75
7866,3,5355
5077,43,384
931,47,6977
8894,14,2646
1162,104,626
2090,29,92
2368,8,6354
2446,43,384
10090,225,924
1539,13,158
5050,26,4038
2007,160,12159
7749,30,2998
77,7,1194
12822,48,32
9180,3,6944
2205,26,1098
5106,20,3604
4853,39,8464
8508,25,62
1704,12,7030
3226,63,3403
6777,137,9913
254,3,6978
2574,31,136
598,7,3520
4413,63,7110
2773,7,7025
1400,5,399
9919,11,23
7515,114,744
6333,3,1243
4624,38,1542
9293,101,5341
7684,10,6352
7909,29,158
7289,17,862
570,92,7850
4503,26,183
6693,101,2736
9556,11,23
5391,45,2127
4802,26,1936
10008,20,2557
8559,3,7
4275,43,141
10954,148,4599
9281,221,160
2668,3,6354
3773,84,10432
1807,8,742
5564,19,559
944,29,1934
466,2,5581
3531,208,90
381,13,119
4716,6,8513
9113,194,13338
2614,8,1821
5408,30,3458
12671,43,141
3149,12,4294
473,13,2410
11806,121,13219
11514,17,243
2769,29,8677
2865,31,3352
13528,154,2438
4246,13,993
97,130,8834
6166,48,32
769,66,95
6806,19,578
1837,23,209
1408,38,7090
7740,83,249
10381,4,9
8713,47,265
3203,27,3195
265,19,9887
9809,138,6733
2659,26,990
10982,3,6577
282,38,3252
4070,8,5177
5777,31,6608
7193,17,862
598,47,820
9222,8,8872
2901,61,7766
8167,120,791
4178,27,634
1674,22,2311
7671,38,481
2836,8,1230
4051,6,3673
8610,28,32
1598,13,1046
2171,196,10630
3125,48,32
2522,8,1662
200,20,6102
370,30,457
13254,28,382
8881,17,5529
9548,3,1190
5002,14,160
233,27,3122
1532,100,12980
10266,12,8814
2739,69,708
4085,13,4474
1940,9,2679
6289,111,8335
7776,107,2250
3887,8,491
833,13,1934
9171,30,483
5305,13,1682
1871,109,3597
9370,13,1280
10782,26,1960
3780,29,5087
3913,14,160
8408,4,399
3977,98,8986
6930,134,210
7099,13,637
3265,31,3257
12706,24,8675
2556,42,3668
989,13,2600
8484,43,141
3504,17,3091
4703,57,2700
5930,25,62
10449,12,8502
2598,6,7477
4222,192,9472
11343,192,12861
816,73,302
1221,3,3164
9014,47,6979
87,32,10414
4567,8,948
3058,29,75
4003,12,2037
5946,146,5946
13840,204,2674
916,10,65
3592,193,1934
983,13,853
10551,19,955
6144,13,607
6168,26,990
499,7,500
11,130,5109
7242,6,7826
392,102,5085
5452,76,9017
7207,19,559
8512,45,2872
3412,96,6184
32,15,2877
5215,6,3306
1699,26,1098
3228,47,9984
2063,145,2931
5599,154,2438
5159,162,10002
9068,109,10988
4572,13,382
1795,1,8238
1327,122,9977
6742,45,7915
4677,48,32
2668,3,4065
4362,8,30
5411,170,9733
3058,29,1164
11093,25,62
1486,14,160
2374,17,2006
1786,58,1405
6454,71,9313
2998,47,5046
5827,26,1098
5476,101,8798
6026,15,3590
1566,89,5592
1127,7,1122
12835,17,871
4111,14,160
205,2,9245
5483,19,559
2474,15,7982
1107,13,1304
2043,17,862
3646,7,5939
4578,13,32
8548,17,1002
2700,75,597
559,7,7371
2401,89,447
749,3,5710
139,75,2075
10865,31,4832
11525,6,1935
3183,101,8830
4100,19,77
2522,19,2100
7843,3,4206
10244,38,7443
2853,236,181
1108,17,967
1659,6,9492
4446,19,10033
1083,75,4314
4311,8,9033
5319,103,4272
944,29,3808
2496,3,2793
2444,17,871
12637,17,243
8458,38,1439
502,7,2260
4641,9,4500
5305,109,7516
6413,17,818
22,13,449
8031,5,9
5962,19,1121
503,74,9487
7492,57,2358
2244,15,7910
713,19,2612
10079,116,10955
138,9,793
796,32,9011
6044,107,4
2478,97,4823
669,31,470
8047,177,212
4952,10,5382
1597,66,592
6164,66,11631
1181,30,240
5438,12,282
1288,145,2296
4,2,188
8773,89,3161
626,157,1163
4314,75,1278
3589,11,23
3378,86,1005
2391,77,3815
