/m/01sl1q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/044mz_
/m/02qyp19	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02d413
/m/016qtt	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0fvf9q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0l6qt
/m/03rl1g	/government/legislative_session/members./government/government_position_held/district_represented	/m/05kkh
/m/02p65p	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0337vz
/m/01jc6q	/award/award_winning_work/awards_won./award/award_honor/award	/m/040njc
/m/08815	/education/educational_institution/students_graduates./education/education/student	/m/06j0md
/m/01914	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/01fq7	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/06w99h3	/film/film/genre	/m/02kdv5l
/m/05cljf	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/01l1b90	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/06wzvr	/film/film/genre	/m/01q03
/m/02wkmx	/award/award_category/disciplines_or_subjects	/m/02vxn
/m/0bl2g	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/0prfz
/m/0s3y5	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0436f4	/award/award_winner/awards_won./award/award_honor/award_winner	/m/02lfcm
/m/02g3v6	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0ds33
/m/02p_7cr	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02_1rq
/m/02r22gf	/award/award_category/nominees./award/award_nomination/nominated_for	/m/01cssf
/m/014b4h	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/02hsq3m	/award/award_category/nominees./award/award_nomination/nominated_for	/m/08720
/m/0284n42	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0pc62
/m/07gyv	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/027rn
/m/01cv3n	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/05jx2d	/sports/sports_team/sport	/m/02vx4
/m/08720	/award/award_winning_work/awards_won./award/award_honor/award	/m/02r22gf
/m/07hpv3	/tv/tv_program/genre	/m/0vgkd
/m/02lfl4	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0521rl1
/m/032_jg	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/06z8s_
/m/01v3s2_	/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members	/m/0pz7h
/m/0265v21	/award/award_winner/awards_won./award/award_honor/award_winner	/m/026dg51
/m/03h_9lg	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/01qb5d
/m/06f0dc	/government/legislative_session/members./government/government_position_held/district_represented	/m/0hjy
/m/099tbz	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0ds35l9
/m/0gkkf	/education/university/local_tuition./measurement_unit/dated_money_value/currency	/m/01nv4h
/m/0pqc5	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/05ksh
/m/05z_kps	/film/film/country	/m/059j2
/m/0265v21	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/02_1rq
/m/02mjs7	/education/educational_degree/people_with_this_degree./education/education/institution	/m/02583l
/m/069q4f	/award/award_winning_work/awards_won./award/award_honor/award	/m/07cbcy
/m/059j2	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/011yrp	/film/film/genre	/m/02l7c8
/m/0395lw	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0239kh
/m/03bx0bm	/music/performance_role/regular_performances./music/group_membership/group	/m/01vsxdm
/m/0bxtg	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05hj0n
/m/0ft5vs	/sports/sports_team/roster./american_football/football_roster_position/position	/m/02g_6j
/m/01jv1z	/music/record_label/artist	/m/01r9fv
/m/013y1f	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0395lw
/m/07bs0	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/01mjq
/m/07fq1y	/award/award_winner/awards_won./award/award_honor/award_winner	/m/01g257
/m/03yl2t	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/m/025txtg
/m/033q4k	/education/educational_institution/students_graduates./education/education/student	/m/07s93v
/m/01f8gz	/film/film/genre	/m/03q4nz
/m/03fn8k	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/0436yk	/film/film/genre	/m/06n90
/m/07l24	/sports/sports_team/roster./american_football/football_roster_position/position	/m/047g8h
/m/09txzv	/film/film/country	/m/0345h
/m/0356lc	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/05zvj3m	/award/award_category/nominees./award/award_nomination/nominated_for	/m/03lrht
/m/0k611	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0sxfd
/m/0crjn65	/base/aareas/schema/administrative_area/administrative_parent	/m/0dbdy
/m/019v9k	/education/educational_degree/people_with_this_degree./education/education/institution	/m/0bthb
/m/01y3c	/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	/m/05zm34
/m/02q52q	/film/film/genre	/m/01g6gs
/m/0fdv3	/film/film/genre	/m/02kdv5l
/m/026q3s3	/film/film/genre	/m/01jfsb
/m/03xmy1	/people/person/languages	/m/04306rv
/m/07gyv	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/02vzc
/m/07s6prs	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05ztm4r
/m/02vx4	/sports/sport/pro_athletes./sports/pro_sports_played/athlete	/m/0784v1
/m/0gr4k	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0fy34l
/m/0fb0v	/music/record_label/artist	/m/0285c
/m/0gz5hs	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0584r4
/m/04t53l	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/018j2	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0342h
/m/09tqkv2	/film/film/genre	/m/06cvj
/m/018grr	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/034qzw
/m/02h4rq6	/education/educational_degree/people_with_this_degree./education/education/institution	/m/01jtp7
/m/01cszh	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/02c638	/film/film/genre	/m/02n4kr
/m/06wrt	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/06t2t
/m/019v9k	/education/educational_degree/people_with_this_degree./education/education/institution	/m/07wjk
/m/05p1qyh	/film/film/genre	/m/03npn
/m/0gqwc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0yyts
/m/02xb2bt	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0l6px
/m/07xpm	/education/educational_institution/students_graduates./education/education/student	/m/02m7r
/m/02g_6j	/sports/sports_position/players./american_football/football_historical_roster_position/position_s	/m/05zm34
/m/0237fw	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/0jfx1
/m/03pn9	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/0gqwc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/09p7fh
/m/036k0s	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/02vw1w2	/film/film/genre	/m/01jfsb
/m/04xrx	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/09qj50	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02xhpl
